transaksi lapor bantu	positive
baikdan batu	neutral
biar bintang bicara enggak percayah ragu lagilangsung unduh	negative
kecewa syh hilang	negative
sengat mudah rekening mana	positive
unduh tetap buka banyak unduh yang mbnya tetap tidak buka dukung	neutral
aplikasi najis	negative
kacauapk tidak guna beli kuota tidak hasil saldo terpotonggobloooooooook	negative
kembaliin saldo saya transaksi hasil masuk ayo saya harga banget njing tolong kembali saldo saya coba cek	positive
yyyyyyyyyyyyyyyyyyyyyyyy	neutral
susah banget ya	negative
bagus alpikasi simpan dompet ribet gaiyssy zayy	negative
balikin saya woi	negative
tidak bisa ganti ayo kayak	negative
tidak saya tarik	negative
bantu bayar belanja online	negative
bangkai sudah transfer sudah tunggu verifikasi kerja sulit orang ngambil sulit	negative
tolong mudah	positive
habis versi baru trasanksi jual kacau	positive
bantu butuh bisnis	negative
saya kasih lu bintang lu keren banget saya cek instagram keluh ditiktok keluh saldo masuk saldo hhilang gagal gimana memang gimana bicara wakil asa rugi ayo proses fitur dana biar saldo hhilang	neutral
susah transaksi snh uninstall saja kirim pakai gagal terus sudah penuh syarat	negative
harap semuga sukses	positive
mengaco banyak verifikasi verifakasi enggak usah ulang ulang kecewa	negative
tidak lemot lemot bagus	negative
paraaaah	neutral
lemot susah buka kadang kadang	negative
lemot asa saya pakai wifi kooo lemotttt	negative
lumayan ok	positive
saran saya bayar transaksi qris langsung masuk rekening saldo tunggu umkm butuh mutar cepat banyak beli yang pakai	negative
kecewa mengguanakan apliaksi kirim kode qirs setatus transaksi hasil terima terima tolong bantu tanggal	positive
kesini buka membantu menyusahkan transaksi kasih konpensasi enggak pindah belah saja	negative
kerrrreeeen sangatyyyyy	neutral
admin tolong baik sistem mengirim susah banget sinyal bagus tolong baik	negative
hilang kecewa anak muda susah cari tibatiba hilang	negative
langsung kasih bintang tapi tidak premium	positive
unduh mas ragu ngeluhy	negative
enggak jelas gampang bobol	negative
makin susah bayar qris kecewa	negative
saldo tambah uang hilang mana	positive
terbaikkkkkkk	neutral
gacoor	neutral
kesini banyak saldo hilang jadi ragu	negative
jangan ganggu	negative
fungsi nomer sandi masuk benarjelaskan admin	neutral
akun beku terus yang masuk gimana upkecewa banget responnya sibuk hubung	negative
sudah donlowd tidak buka	negative
potong tuju dari awas ojk	negative
suka mudah terima kasih	positive
pindah akun susah akun beku bantu pakai transaksi akun hilang pindah akun beku akun	negative
logouttidak buka lagisuruh updatepadahal terbarutolong baik cepat	positive
akun gagal	negative
baru eror bagus	negative
traksasi hasil tapi uqng tidak masuk rekening penerimapihak tidak respon sudah hari belum masuk	negative
puas afk	positive
saua kadi bintag	neutral
keren banget	neutral
tunda melulu tersendat baru sinyal pakai wifi	positive
semoga jp	neutral
tidak bagus tidak aman	negative
bagus cepat tidak ribet	negative
tidak tidak tidak bayar pakai tolong baik	negative
saran saya kalau foto ktp lu bagus unduh transaksi dahulu syarat foto ktp asli kalau foto ktp jelek tidak lolos btw resolusi kamera biar foto ktp kalau cek dikit tidak ktp alhasil lu tidak lolos saya saldo sana tidak apai gegara tidak lolos	negative
bantu kadang kadang lambat	positive
cocok bang yang jalankuliner	negative
suka terima kasih	positive
mantap pakai aplikasi gampang digunakn	positive
transaksi mana tidak	negative
masuk tolong bayar pakai	negative
alami transaksi emoney potong saldo gagal bantu ana tulis cuman lapor terima jelas sementang cuman guna bantu ramah bintang yang ngehubungin cs ribet jelas hilang mana buat cs yaaaaa sampah banget cs begini	negative
diupgrade responkepusat bantu riwayat tetap	positive
kak	neutral
sangat muas	positive
transaksi saldo potong begitu cs parahhhh	positive
tidak aman akun hilang pas duitnyatidak aman kemarin	negative
pindah gagal penuh syarat	negative
gagal proses ikut arah gagal	negative
beli izin nama malaing tipu buruk	negative
mantap pokok aman	positive
enak banget pakai pakai	positive
lemot versi yang	negative
sudah saya isi saya	negative
padahal sinyal bagus	negative
saldo transaksi butuh upgread pas verifikasi gagal nganggur buang buang	negative
mantap tingkat	positive
tahu	neutral
lemot enggak jelas	negative
transaksi apa google saldo hilang tidak langgan apa tolong baik	negative
unduh tidak pakai imel	negative
transaksi kirim sukses terima suksesnamun saldo tidak masuk rekening bagaimana lapor tanggal sampai enggak ada jelas apa telepon enggak ada jelas memang boros pulsa nelpon nomor kantor jujur kecewa banget layan jelek susah hubung proses tolong baik balikin saldo	negative
sszsss ssssstmssss sszssssss szssss	neutral
josss	neutral
pusa	neutral
transaksi eror	neutral
yakin	positive
beli koin susah benerharus bisaparahsekarang ribet koin starmaker danaga kayak mudah	negative
mantap minn	positive
akun bermampaat	neutral
okebingit	neutral
transfer nyasarentah mana proses	positive
kecewa sekali saldo tidak masuk masuk riwayat mengirim sukses indak kira cerita gitugiliran notifikasi masuk pemberitahuan vocher segalamcm gilanotifikasi saldo masuk tidak	negative
susah sih	negative
saldo transaksi transaksi cek saldo sisa saldo hilang tanggap mutermuter minggu	positive
tolong saldo potong pls terima produk kembali saldo sudah menghubngkan cht tidak respon	neutral
mudahy	neutral
terima kasih baik	positive
oke sangatt bagusd	positive
mudah transaksi mana	positive
mengerti bahasa tidak buka ntidak	negative
bagus banget dm isi pulsa kasih bintang biar guna	negative
baik pokok	positive
mantap banget mekai	positive
transaksi mudah memang lemoty baik servernya alat transaksi lemot iniyy	positive
saldo potong sukses kirim tangan cs hari	positive
susah banget malas	negative
hapus	negative
transfer masuk rekening tuju	negative
memuaskanmakasih bantu transaksi	positive
tidak rekomendasi	negative
saldo saya tidak tambah saya sudah	negative
tolong tindak lanjut lapor adu saldo hilang transaksi kenal kirim lapor adu lengkap tindak tingkat layan customernya hati hati nasabah silah berpikir ulang selesai	positive
layan buruk ken hapus akun karena nomor hangusbiar nomoe tidak respon	negative
proses cepat mudah	positive
bansos kemarin	neutral
mantap apknya	positive
mantap suka	positive
asik pakai bantu	positive
aihhh kecewa tibhati hatiba potong tahu bisabisanya hati hatit hati hati hati hatittttt	negative
kembali karena gagal isi etol masuk	negative
plis wajib banget yang roblox langsung cepat	negative
maknyuoss	neutral
lupa pinytm	negative
bayar selesai kumpul logo klem	neutral
transfer cepat bayar mudah	positive
memang ampasmau bayar qrissistem sibuk ampas apkheran gunain	negative
dolnod yang tibatiba hilang	negative
terima kasih bagus mudah taransaksih sama	positive
lemot sumpah	negative
mudah mebantu transaksi tunai	positive
saldo sedot updated	positive
lambat sedikit	negative
simpan bsnk mantap	positive
transaksi aman	positive
jaring tidak stabil	positive
keluarkan misi hadiah	negative
terang hasil saldo bertambahkeluhan emaillive respon membantuaplikasi maka layan respon layan mesin penjawabtidak itikad kembang dari segi pelayanansaran pakai seperti ovo gopay dll jarang ganggu busuk	negative
buka	neutral
aplikasi tarik pas masuk menulis tidak bisa terus saya lupa banget nungguinnya tidak lupa tolong baik	negative
eenggak pengaruh lemot transaksi eenggak transaksi kirim menerima	positive
semoga pakai paylater	neutral
transaksi susah kacau	positive
ngeri baca	negative
kenapa ganggu	negative
semenjak fitur cicil resah ganguan jatuh nomor menganggu cuman bayar kalau mohon perhati nyaman coustmer terima kasih	negative
nomor akun hilang terus ganti lupa	negative
ngalamin eror medesak banget posisi	negative
kenapa kg bisa buka akun	neutral
yang manfaat pribadi usaha kecilkecilan jenis ppob sukses	neutral
kecewa kena tipu kecewa	negative
ribu masuk masuk	neutral
transaksi gagal saldo kembali kecewa	positive
akun diblokirkirim email adu diblsterus saya hubung lihat histori transaksi saya puluh jutamasih buat sulit	negative
membantuy	neutral
lu eror melulu saldo masuk masuk eror haduhhh perbaikinlah eror	negative
bagus lancar	neutral
kerja keras	neutral
sudah unduh tapi bisa bukaaneh banget dch	positive
cs jelek banget respon mohon memperbaiki akun transaksi ngapa mengapai buruk kualitas akun rekomen unduh pakai menyesal pakai yzyzyzyzyzyzyzyzyzyz	negative
transaksi kenal saldo hilang kabar responya suruh menunggu tunggu berharihari tidak hasil akun bintang aman lemah	negative
unduh paylater	neutral
lemot banget kacau	negative
layan pemrosesan saldo bisnis	positive
gagal terus	negative
sangat buruk ktp yang pegang ktp sangat payaah ovo	negative
babi danagk sekrngmkn gwuptde	negative
transaksi jadi lebih mudah biaya	positive
taii duit ilangg ruweeeeet hes payah	neutral
aktif payleter	negative
apas premiumsaya coba kali gagal terusapalagi saldo saya banyakpasti jawab buka aplikasi terus pencet riwayatblabla blabasi	negative
mudah simpel	positive
aman jamin percaya masuk lari mana dowmload mikir jamin keman	negative
bagi indah	negative
mahok	neutral
heheheha	neutral
kenapa tidak bisa buka dana	negative
isi ulang masuk cuman shrusnya kasih biaya administrasi biar tidak kurang saldo	negative
waduuu aman cemana dalem	negative
gimana masuk bisatolong cek akun	negative
lemot transaksi transfer susah ampun terus semoga hilang banyak akun	negative
rugi guna isi ulang saldo tambah komplain butuh bantu tanggap	negative
makin kesni buruknotif nya erorstiap pasti duitnya msuktrs sekarang kirim nak potongankrm dari rek nak potonganhedeh apa sekarang danatolong dong saya hari transaksi hari transaksi puluh lhomasa nak potong terus transaksitolong hpuskn biaya adminnya	positive
bagus cptyyy	negative
bagussd	neutral
aman kuat garena tersebuttiba tanggal kuras habis sampai tolong baik cepat kembali saldo terkurashabis ratus	negative
aman mohon tingkat	positive
isi pulsa tanggal masuk masuk komplen	negative
blokir hilang harga	negative
kecewa transaksi	positive
nabung	neutral
yyyyyyyyyyyyyyy	neutral
saldo mandiri transaksi hasil saldo bertambahdari mudik masuk kerja lagisudah lapor pusat resolusi jawabanyalaporan terima lapor lagitunggu kabar danasampai tidak kabarsampai email juga jawabanya samabagi yatolong pencerahanya acuh ginino lapor rusak citra	positive
kesini cs enggak jelas tidak bisa bantu milik fitur mana butuh bantu tangan cepat	negative
tidak masuk sebel	negative
kasih bintang karena coba pas lihat ulas kasih bintang enggakk tau bagus enggak sesemoga ngehasilin larang orang tua sesemoga dapat amin	negative
buka transfer selalu lagi banget	negative
tipu mungkin yaaq halo tukar pas tarik sandi salahpadahal tanggal lahir gwdana dasar tipu	positive
mantappppppp	neutral
tranx leletapalagi kalau besargak bayang	positive
mudah murah proses cepat	positive
resah tahun ganti handphone handphone rusak karena aktif ktivis wajah gagal dahulu saya buka pakai wajah saja padahal baru isi saldo tapi dgituin gmail tanggpan	negative
email tampung buka saldo kesedotewallet hilang cepat respon yang mah lambat minggu belum kecewa	negative
updite aplikasi jeleklambatlemotknp	negative
ep ep	neutral
masuk akun karena lupa ribet banget nomor aktif tinggal kirim kode otp beresinimah ribet banget sumpah uninstall	negative
transanksi online	neutral
alami masuk mutasi kirim transaksi hasil saldo tambah tolong tanggung bukti transaksi bukti	positive
tolong adu tanggal bayar pdam jelas libe bayar tolong tindak	negative
susah banget logis	negative
mantap lahpakonya mantapy	positive
bantu proses cepat	neutral
kesini tidak kirim bentuk	positive
terbaik	positive
daftar kalitapi ribet	negative
bantu transaksi	positive
tidak buka nmor sandi tapi tetap tidak buka	negative
bagus aflikasi jadi lebih gampang	negative
recomended	neutral
cepat	neutral
aplikasih	neutral
plussssss	neutral
buka tidak lenyap pucek	negative
mantap pis	positive
kenapa buka masuk sdangkan saya yang harus admin lupa tapi unibstal dulu appnya masuk ulang jangan buat ribet	negative
ribett ktp gagal trss bosan	negative
taikok taikok wd hancur hancur	neutral
hilang sajaa	negative
akun buka riwayat transaksi buka	positive
terbaikyy	neutral
terimakasih bantu	positive
tolong baik sistem akun saldo minggu tanggap lapor keluh rugi percaya taruh	positive
knaph sayh buka sayh isi ulang	negative
maju terus yaytm	neutral
pembohongansaldo batal	negative
buka handphone mohon baik admin	positive
tolong belum masuk rekening tuju mariah rekening nama febri yanti belum masuk tolong bantu lumayan	negative
tolong bantuanya buka riwayat transaksi	positive
ok banget	positive
tololllseharusnya aman diperketatakun saya dipakai tidak masukseharusnya verifikasi kode hpdasar abal abal sampah	negative
transaksi hasil masuk inigimana email mengurus cust tanggapanx menunggu kecewa	positive
teman yang pakai beli kuota internet xl tulis pas sudah beli yang masuk cuma bukan cuma saja ku beli kuota tapi tidak sesuai dengan yang beli yang masuk	negative
kecewa layan adminnya masak isi etol minggu tidak masuk masuk tidak masuk komplain bilang menunggu jelas	negative
pakai biaya	neutral
diupdate transaksi susah ampun	negative
kenapah ganggu suah	negative
saldo tambah topupadmin mohon baik	positive
bantu proses transaksi jarak	positive
yang banget yyyy	negative
mudah senang aman	positive
yyyyyy	neutral
foto ktk alamat	positive
lumayan bantu	negative
bagus senang	negative
ff	neutral
ampas tidak masuk saldo kurang tidak masuk tipu bodong plis respon	negative
yang transaksi hasil saldo tambah jelas masuk mana	positive
terimakasih semoga bermaafat	positive
ribet ganti pw menyusahkan banget	negative
fitur bagus bebas biaya admin bantu	negative
alhamdulilah bisa bantu proses	positive
kesini susah lemotudah lupa sandi sajasangat persulitkansebenarnya apliksi beemangfaat	negative
sih potong saldo beli kuota telkomsel masuk tidak	negative
bagud	neutral
elastis	neutral
bantu terimakish puas	positive
qr eror transaksi sukses saldo potong sampai tuju hapus dana gabermutu eror	negative
sukses buat	positive
ulas tanggap perkataanya membosankanpilih yang mengomong balas omong dokumen dukung	negative
alhamdulillah manfaat sekalitingkatkan semoga sukses manfaat indonesia	positive
bantu paham mohon informasi terima kasih	positive
banyak mas mengirim saja tolak karena aman isi saldo padhal jaring bagus	negative
tabung bantu transfer mudah trimakasih danayyyai yyyy	positive
ok banget mudah gratisssss	positive
akun kena admin	negative
takut besarsoalnya ribet mengajukan lapor tipu kena modus penipuantapi pas ajuin lapor tipu tidak karena takut disclaimernya puji tuhan tidak saldo tiputapi yang tidak habis pikir proses pengaduannyajadi takut tidak lapor adu tipu	negative
saya tadi isi ulang bri bri hasil kga sudah keluarkan lobi sudah hapus unduh lagi spai sekarang kagaa kenapa begitu	negative
baca saldo baca kurang masuk sayay	positive
haduhh ampun systemnya lambat kendala bantu buat ribet banyak saldo hilang semoga berkah	neutral
verivikasinya ektp foto foto ktp selfie	positive
yang sangan	negative
cs respon email ganti kartu enggak jelas	neutral
tolol iya saldo hilang tidak tanggung hadehhh pakai nanti saldo hilang untung coba juta laporin wajib biar tutup ewallet	negative
memasuki sudah benar eenggak sampai blokir terus coba besok eenggak coba pakai lupa sinyal bagus mau kayak	negative
beli paket tidak buka tolong baik	negative
transfer lancar	positive
bagus tapi kadang lemot ok	neutral
sngat bagus	negative
versi baru	neutral
verifikasi gagal foto ktp selfi pakai ktp asli sbar menunggu terus ujung sistem sibuk	negative
bagus sayang tetap lambat wifi mohon baik	positive
bagus nabung yy	negative
premiumlambat respon	positive
sayang biaya kirim buka	positive
transfer telat	negative
enggak bisa masuk	neutral
kuuu raup akun buka sedot hebat memang nipu	positive
mntapy	neutral
mana kantor gresik jatim	neutral
mencet tombol lupa banget tidak	negative
tindak lanjut keluh lapor nasabah	positive
coba bintan	positive
cih upload dokumen tambah kirim gagal benerin kesel pakai cepat	negative
verifikasi akun tidak mudah	negative
masuk akun uninstall warnningnya nomor terdaftr nama guna mohon priksa	positive
bantu transaksi online	positive
tolong hapus akun aplikasi pinjam tapi yang terima saldo rekening tapi yang ngechat diwa lunas bayar kredit diapps danapadahl belum terima peser punytm tolong hapus	negative
mantaapp transfer dengan mudah	positive
aknya bagus siaap mnunggu yang pstiaja	negative
tolong kembali karena kemarin tunggu tidak masuk masuk padahal riwayat sukses kirim tapi buka salah terus pencet lupa muter muter terus tidak tolong bantu	negative
proses lama proses	negative
kecewa beli kfc pas tidak suka kirim pas tanyak cs kirim bilang sungguh kecewa	positive
akun buka dsruh install ulang malahann upgred tapi hsil saya	negative
memang ok	positive
masuk llive solusi email balas oiy kembali	positive
mantap tidak ribet kirim kirim	neutral
kenapa tidak	negative
wel	neutral
kieu pis	neutral
tolong tingkat tambah vitur riwayat kirim hapus mohon tingkat	positive
beli pulsa tidak masuk saldo potong mohon perhati hapus aplikasi	negative
kenap tidak	negative
alhamdulilah transaksi lancar cepat masuk	positive
muncul notifikasi salah jaring hapus ulang uninstal ganti jaring wifi jaring jaring seluler balik laku komen balas pusat bantu respon luah atas butuh proses abad	negative
depo lagi depo laggi bissmillah wd	negative
bantu beda rekening biaya adm	negative
layan bantu buruk	negative
kemarin enggak sebal ayo baik kualitas percaya	positive
madagascar	neutral
mantap transfer nyaman efisien tingkat	positive
tolongsaya kode otpsedangkan nomor handphone aktiftolong verifikasi alternatif	negative
susah ngrlamar kerja tunggu hari tolak suruh arah tidak niat	negative
goooj	neutral
transaksi hasil masuk rekening minggu yang email balas tidak tanggung hati	negative
bagus geys	negative
dari rekpon cimb niagamalah kga danapdhl sudah brhsil dari cimb nyapayah nyasar kemana wahwahwah	negative
markotopmudah transaksinyapokoknya bestyyy	neutral
ajar suka dana	positive
yang buruklogout tidak kirim payahhh	negative
ringan tagih listrik transfer isi pulsa kuota	negative
gagal unduh gagal	negative
dasar tukang ambil saldo saldo	negative
playing	neutral
pakai bagus	negative
lemotttt ribetttt	neutral
unduh dm ff	neutral
rawan hilang	negative
memabantu	neutral
aman takut pakenya saldo tambah dikomplai suruh tunggu ampun su bukti komplai responnya alih yang	negative
ken unduh tidak bisa butuh butuh banget gagal gagal lagi	negative
waktu gila pelit transaksi biaya adminnya beda pakai byeeee	negative
kenapa dah saldo pemberitahuan handphone rotpadahal handphone tidak rotsolusinya gmnterus tuduh handphone jahat digitalfitnah	negative
manfaat mudah bayar	positive
kendala capek banget kerja benar maaf bintang cocok	negative
akun memasuki bom daftar akun solusi	neutral
bagus walaupun suka dikity	neutral
semoga benaran	neutral
kakak hapus kerna aju tolak	negative
tranper rekening	neutral
bagyus	neutral
bagus semoga tingkat	negative
kerja kuli	neutral
unduh buka	neutral
terima kasih mmprmudah	positive
kintal jaring bagus	positive
kasih bintang beres terima kasih	positive
bagus harap layan terimakasih	positive
jelek kendala masuk	negative
uh vrsi trbaru tetap gbsa harus resah	negative
lenyap juta telepon cs email sampai tidak respon kecewa kembali	negative
kenapa sekarang masuk kemarin kemarin tidak potong kacau	negative
pelayananya lambat	positive
aneh tidak tidak transaksi tidak padahala benar sinyal bagus tidak	negative
saldo tibatiba kering transaksi tidak wajar tidak apa penuh keluh	negative
sedot transaksi layan	positive
lemot sering tersendat tidak bisa	negative
babi tolong baik masuk tidak	negative
aaaaa	neutral
kemal	neutral
enggak jelas saya transaksi yang kasir pas saya pw email saya benar bilang tidak sesuai	negative
dana refres banget	positive
ajar ktp umur tahun	neutral
saya coba saya percaya kalau bisa mudah memang mantap	positive
saldo baca masuk kesini ampasyzyz	positive
manfaat bagus	positive
fitur danapaylater muncul riwayat transaksi maksimal	positive
pas saya unduh pin kan daftar tidak benar	negative
bantu mudah kan masyarakat dalam bisnis	positive
sederhana aman	negative
akun apa yang hubung google tapi saldo potong otomatis sampai kuras saldo sampai sungguh kecewa	negative
untung	positive
pakai asik mudah upsaldotapi disini lalu transaksi tidak muncul paylater akun	positive
akun kasih bintang akun mudah transaksi kasihh bintang	positive
menjegkelkan akun saldo habis kuras lapor hapus akun tanggap	positive
mantap keren baik	positive
ampas	negative
bagus bom paylather	negative
ribet seribet ribetnya akun gagal tunggu proses tutup memperibet pengguba	negative
dalu mudah	positive
transaksi atau krim uangx cpttpi transaksi jual plz lambat banget	positive
mudah ribet	negative
akun handphone hilang nomor telepon nyangkut handphonesoalnya saldonyaay tolongin	negative
masuk ken ganti tidak bisa kocak cocokkkkkkkkkkkkkkkkk	negative
goooodd	neutral
sgtudah	neutral
aju ganti nomor emailtp sampai tindak	negative
tangan langgang lambat	positive
isi saldo masuk situ masuk belum masuk	negative
proses cepat lapor balikin saldo tipu	positive
semenjak kuisntal aplikasih bantu	negative
lumayan kecewa iya masuk perak terus rugi mohon baik salah kali	negative
tidak tolol hapus saran yang jangan unduh	negative
plis saya usaha yy	negative
habis susah masuk begitu akun kena saldo ku tangan lambat bantu keternagan nama tanggal lahir dll menunggu banget hati hati yang punyw akun sistem dan aman gun	negative
siiiipp	neutral
kadang suka akun ok banget tampil mohon baharu biar fress	positive
kirim lewat danapengiriman sukses saldo bertambahpelayanan sekarang kacaumakin lamaudh belum kelar	positive
okk	neutral
tidak dibukaudah memasuki handphone dananyamasih tidak terbukatolong baik	negative
transaksi mudah murah biaya adminy	positive
markotop aplikasi	negative
bantu usaha terimakasih semoga	positive
aplikasi buka membal begitu buka layar utama tolong bantu kak	negative
mantap cepat kirim	positive
terima kasih senang	positive
opo tidak	negative
transfer mudahbagusaman cepat	neutral
saran simpan hilang tidak unduh ovo aman	negative
buruk buka mudah rumit saldo potong tapi masuk sampai ribet masuk tolong hapus kayak taiks	negative
salah benar	negative
aplikasi buka	negative
eror terus setiap transaksi semenjak pindah burukkk	negative
mantappppp	neutral
hilang tolong kembali ajg	negative
saldo saya hilang padahal masih banyak masih	negative
walet	neutral
akun beku aplikasi lazada coba email tolong solusi	negative
benar sesuai komentar menyesal pakaj saldo akun hilang ganti nomor tidak respon tidak	negative
bagus aman aman saran fitur nya membanyaki	negative
sendirinyamakin kesini	neutral
telusur	neutral
sukses ytm	positive
beli listrik gagal hasil tolong saldo juga kurang	negative
mudah transaksi terimakasi	positive
saldo hilang tidak mana	negative
kena potong	negative
mudah urus keluarga sythank ytm	positive
tolol tidak alas jaring	negative
apaansih daftar tidak bisa alas nik salah benar nik cocokin kartu kakak ktp kesini enggak jelas	negative
potong isi	negative
bagus marak tipu danasaat bantu danamalah dibalas singkat sepeledan belum konfirmasi lengkap detailtolong tingkat aman niat kerja bantu balas denagn sepele singkat menghilangseperti duli keluh guna	negative
kontolll tidak beli loh saldo ku kurang asuuuuuuuu	negative
enggak usah mengadakan fitur daftar susah transfergagal daftar	negative
sudah isi saldo pagi tadi sampai belum saldo sayasdh coba laporin email cuman balas mohon sabar tunggu jelek	negative
sudah guna pas logout tidak tolong jelas sudah guna kenapa tidak saya logout aduh	negative
tayi menyesal dah saya unduh saya lenyap	negative
bantu admin trusmakasih	negative
kesini tidak baru versi baru	negative
salah sulit transaksipembayaran mudah dst blokir	negative
rekomendasi	neutral
mudah investasi emas transaksi	positive
kerenkirim ambil jadi mudah	negative
kecewa isi saldo kunjung masuk saldo potong telepon tunggu menit semoga berkah iniy	positive
menarik ganti ribet banget ktp muka tetap eror	negative
doni dewi	neutral
bantu sekalimantap	negative
banget proses saldo memenambah memenambah lagi butuh banget	negative
nabung bantal	neutral
eror sibuk layan	negative
susah banget buat akun premiumudh hari	negative
buka memasuki benar tetap tidak semekin kesini rusak	negative
terima kasih mudah tidak pakai ribet	negative
unduh akun berubah dari transaksi tidak bisa mana saldo masih tidak tangan serius rugi sekali	negative
mantap cepat praktis potong biaya lancar kembang	positive
transaksi pulsa gagal tidak rugi yz beli kuota sana tidak sesuai yang bayar dan kuota yang masuk yzy	negative
puaskalau kalau isi ulang dari rekening pakai potong	negative
mantap kirim gerat	positive
baik fitur kirim menunggu menit buka pelan terima kasih	positive
kenapa kirim teman bayar tolak karena alas aman menghubingi	negative
alami baca kendal ganggu saldo masuk tidak masuk rugi	negative
kenap	neutral
aman cepat	neutral
hilang	negative
jaga layan yang bagus guna salam sukses	negative
tolong wenang akun sulit upgraet isi saldoy	negative
pas lihat komen kecewa bintang unfollow	positive
tidak apa burik banget	negative
anjay	negative
asssssikkjdghljfkmantul umumm	neutral
mantap jiwa	positive
email kendala nomor yang aktif bantu tidak manfaat sayang senang ewalet	negative
kenapa pakai	neutral
kadang eror	negative
bantu mengirim	negative
bantu cari cuan	negative
oke mantap	positive
bantu bgtsip	negative
hidup mudah	positive
keluh saya respon saya lola tapi saya bisa akses akun saya lagi cepat seperti saya kasih bintang	negative
kenapa versi baru	neutral
kesini ampas kirim tidak tanggap tunggu tidak ampas	negative
sampai hari benar	negative
tipu	neutral
susah bgat ganti kasih bintang	negative
danapayleter tidak yang orang salah	negative
ok terima kasih	positive
eror mengunakan pakai	negative
daftar tapi minggu gagal terusgiliran dibales yang	negative
ambyar danaparahsemoga cepat baik	positive
mantap cepat	positive
saya isik saldo enggk maksud bagaimana tolong proses akun saya saya isi saldo pakai daun pakai saya gisik tolong bantu akun sayaytmytm	negative
buruk ajig	negative
saya kasih bintang bagus biar semangat eror proses kirim harap admin baik harap depan semangaaatt	neutral
kasih pinjam online	positive
tolong cepat mudah pindah akun	negative
eza	neutral
sistem sibuk sibuk tidak	negative
biasa	negative
unduh saya sudah tidak masuk kembali saya doain yang buat kena azab	negative
tidak mengerti pakaj	negative
samakin lemot ganggu	negative
pokok tak yesel puya akun	neutral
bagusuntuk elektronik segeara perbnyak propaider	neutral
transaksi tolong baik sistem	neutral
kesini kesanah lemot banget transaksi kadang tidak bisa pakai dahulu sedih banget	negative
mudah terima kasih	positive
bantu aman	negative
langsung masuk hubung pusat bantu menunggu kerja isi ulang bri	negative
maksimal muncul baik perbaikitolong cari solusi biar oftimal	positive
betele jadi bosan malas pakai kalau pakai malas pakai paypal	negative
lancar untuk kirim semu kirim dari kontak telepon guna	positive
tidak masuk sampai sekarang	negative
puas banget bagus	positive
lamaupdate transaksi bulan paylater tidak munculmengecewakan	negative
kadang	positive
jelasudah ganggu menerima potong biaya admin pulasaya anggur rugi	negative
mudah urus bayar bantu pokokya	neutral
kacau memasukin saldo isi tolong tangan cepat mudah	positive
saya tidak kirim asu saya hapus tidak njing	negative
isi ulang struk hasil saldo tidak masuk pas cek ampas tidak kesini jelek	negative
maksud kasih nomer handphone tidak masuk	negative
kasih	positive
puas aplikasih danatapi naik nya terimakasih	positive
usaha	negative
allah nang ku dari transfer bri tidak masuk masuk sampai sekarang tipu banget sumpah bom pakai pakai mending takut tipu aku transaksi hasil tapi rekening tidak masuk masuk allah	negative
maaf kasih bintang lupa tekan tombol lupa kasih bintang ganti terimakasih kasih bintang	positive
kota susah sinyal	negative
masuk nomer handphone	neutral
bagus tahan	negative
rekomen mantap	positive
aman coatomer servis sangat layan	positive
okey	neutral
kecewa saldo hilang pulsa tidak masuk balasanya	negative
samasekali tidak tanggal sekarang tanggal belum	negative
akun indak terang akun ganti ketik taut tidak pernahdijual otp ngeri lenyak seketikakomplain respon buruk	negative
upgread akun gagal terus syarat sudah lengkap ktp kakak tapi tidak bisa bisa tapiengga ketik obral	negative
kok tidak buka daftar susah	negative
tidak gagal gagal terusssssss capeeeeeeeeeeekkkkkkkkkk	negative
memang mantap kirim bagus	positive
simpel lengkap cepat	positive
abdate unduh	neutral
danasaat jaring sibuk	neutral
guna lamaterakhir baca tunggu transaksi tuju alas tuju coba kemajuansaya kecewa	positive
aman alam saldo hilang	positive
buat akun tidak	negative
anjeng fitur pas fitur pulsa tidak ancok	negative
sayah kirim buka pesan	positive
belum masuk tari hasil	positive
kacau daftar permiau susah buat lapor lambat repon	negative
recommended	neutral
hatihati coba ngehack ciri transaksi telepon nomer negeri selesai transaksi verifikasi wajah bintang kurang cs	positive
muas aplikasi danay	positive
banget tidak kembali transaksi hasil tidak masuk bayar kena mohon tanggung jawab ddri hubung laporin tidak kocak banget jangan pakai hilang	negative
pusat resolusi lambat lagi	positive
pakai fitur cicil cuman iseng coba belum jatuh sudah tlpn bayar kayak pinjol	negative
manfaat transfer mana	positive
baik yy	positive
kga anjg tim sudah lapor kga selesai kga saldo kga ajg	negative
transaksi sistem sibuk	negative
bantu terima kasihtapi lemot sudah apdet pers tolong baik makas	negative
handphone ku	neutral
akun saldo	positive
astaghirullah sebel banget biar transfer susah ampun ktp banget foto selfi foto sesuai ktp tetap tambah kirim tambah gagaaaal teruuus sampai uninstal	positive
kirim kene admin	positive
haaa kirim terus beku proses minggu bom kirim tidak ikhlas	positive
respon buat pusingngak percaya coba	positive
ku kasih bntang dahulu karena belum donlody	negative
cepat aplikasi mantap	positive
butuh akun akun beku tolong	negative
tidak bisa aneh memasuki handphone pas tekan masuk masuk	negative
mudah transaksi bayar	positive
semoga	neutral
